Sub_Division,YEAR,JUN,JUL,AUG,SEP,JUN-SEP,AVG_RAINFALL,YOY_CHANGE,LAG_1,LAG_2
EAST RAJASTHAN,1998,60.2,193.5,144.6,153.0,551.2,137.825,-32.69999999999993,583.9,847.6
EAST RAJASTHAN,1999,66.6,237.6,85.8,79.9,469.9,117.475,-81.30000000000007,551.2,583.9
EAST RAJASTHAN,2000,21.1,271.1,98.6,29.4,420.2,105.05000000000001,-49.69999999999999,469.9,551.2
EAST RAJASTHAN,2001,107.9,297.6,133.6,7.9,546.9,136.75,126.69999999999999,420.2,469.9
EAST RAJASTHAN,2002,71.6,14.8,131.9,41.1,259.4,64.85000000000001,-287.5,546.9,420.2
EAST RAJASTHAN,2003,77.0,245.2,180.4,97.9,600.5,150.125,341.1,259.4,546.9
EAST RAJASTHAN,2004,46.0,105.9,377.3,25.7,554.9,138.72500000000002,-45.60000000000002,600.5,259.4
EAST RAJASTHAN,2005,57.2,240.0,79.6,171.3,548.1,137.02499999999998,-6.7999999999999545,554.9,600.5
EAST RAJASTHAN,2006,74.2,214.3,327.7,88.0,704.2,176.05,156.10000000000002,548.1,554.9
EAST RAJASTHAN,2007,60.9,222.2,164.1,85.8,533.0,133.24999999999997,-171.20000000000005,704.2,548.1
EAST RAJASTHAN,2008,161.7,167.0,168.8,113.5,611.0,152.75,78.0,533.0,704.2
EAST RAJASTHAN,2009,40.8,200.2,121.7,48.2,410.9,102.725,-200.10000000000002,611.0,533.0
EAST RAJASTHAN,2010,27.8,200.0,278.2,133.5,639.5,159.875,228.60000000000002,410.9,611.0
EAST RAJASTHAN,2011,141.4,193.5,284.2,167.2,786.3,196.575,146.79999999999995,639.5,410.9
EAST RAJASTHAN,2012,11.2,170.2,364.8,130.8,677.1,169.25,-109.19999999999993,786.3,639.5
EAST RAJASTHAN,2013,97.7,334.2,282.5,90.8,805.2,201.29999999999998,128.10000000000002,677.1,786.3
EAST RAJASTHAN,2014,24.8,197.6,256.4,137.4,616.3,154.04999999999998,-188.9000000000001,805.2,677.1
EAST RAJASTHAN,2015,94.8,291.7,141.5,19.6,547.5,136.9,-68.79999999999995,616.3,805.2
EAST RAJASTHAN,2016,61.6,324.3,378.6,37.9,802.4,200.6,254.89999999999998,547.5,616.3
EAST RAJASTHAN,2017,89.8,285.0,133.1,46.0,553.8,138.475,-248.60000000000002,802.4,547.5
EAST RAJASTHAN,2018,98.2,233.0,151.6,140.0,622.8,155.7,69.0,553.8,802.4
EAST RAJASTHAN,2019,69.9,267.9,379.4,184.9,902.1,225.52499999999998,279.30000000000007,622.8,553.8
EAST RAJASTHAN,2020,72.6,117.2,314.1,79.0,583.0,145.72500000000002,-319.1,902.1,622.8
EAST RAJASTHAN,2021,54.6,189.7,237.5,203.2,685.0,171.25,102.0,583.0,902.1
EAST UTTAR PRADESH,1901,21.8,226.1,284.9,216.0,748.8,187.2,,,
EAST UTTAR PRADESH,1902,32.6,410.9,155.9,256.8,856.2,214.05,107.40000000000009,748.8,
EAST UTTAR PRADESH,1903,72.4,115.0,423.4,259.6,870.4,217.6,14.199999999999932,856.2,748.8
EAST UTTAR PRADESH,1904,148.3,360.0,328.0,94.3,930.7,232.64999999999998,60.30000000000007,870.4,856.2
EAST UTTAR PRADESH,1905,17.3,303.8,317.0,169.3,807.4,201.85000000000002,-123.30000000000007,930.7,870.4
EAST UTTAR PRADESH,1906,141.7,341.1,290.3,135.9,909.0,227.25,101.60000000000002,807.4,930.7
EAST UTTAR PRADESH,1907,48.7,173.7,290.3,25.7,538.4,134.60000000000002,-370.6,909.0,807.4
EAST UTTAR PRADESH,1908,63.4,230.6,302.1,86.2,682.4,170.57500000000002,144.0,538.4,909.0
EAST UTTAR PRADESH,1909,250.5,398.5,207.2,135.7,991.9,247.97500000000002,309.5,682.4,538.4
EAST UTTAR PRADESH,1910,163.7,231.0,341.5,214.1,950.3,237.57500000000002,-41.60000000000002,991.9,682.4
EAST UTTAR PRADESH,1911,121.2,86.5,321.9,373.1,902.6,225.67499999999998,-47.69999999999993,950.3,991.9
EAST UTTAR PRADESH,1912,60.6,335.7,278.3,117.3,791.9,197.975,-110.70000000000005,902.6,950.3
EAST UTTAR PRADESH,1913,175.1,222.4,199.8,95.9,693.1,173.29999999999998,-98.79999999999995,791.9,902.6
EAST UTTAR PRADESH,1914,37.3,409.8,347.2,91.5,885.8,221.45,192.69999999999993,693.1,791.9
EAST UTTAR PRADESH,1915,108.4,285.6,416.9,387.2,1198.2,299.525,312.4000000000001,885.8,693.1
EAST UTTAR PRADESH,1916,241.6,314.7,351.3,197.6,1105.2,276.29999999999995,-93.0,1198.2,885.8
EAST UTTAR PRADESH,1917,171.4,357.1,230.5,302.4,1061.4,265.35,-43.799999999999955,1105.2,1198.2
EAST UTTAR PRADESH,1918,141.8,110.4,261.7,104.2,618.1,154.525,-443.30000000000007,1061.4,1105.2
EAST UTTAR PRADESH,1919,68.8,347.6,237.3,231.0,884.6,221.175,266.5,618.1,1061.4
EAST UTTAR PRADESH,1920,86.2,469.9,161.7,98.2,816.0,204.0,-68.60000000000002,884.6,618.1
EAST UTTAR PRADESH,1921,167.0,204.2,461.3,218.4,1050.9,262.725,234.9000000000001,816.0,884.6
EAST UTTAR PRADESH,1922,130.7,436.7,438.2,299.8,1305.4,326.34999999999997,254.5,1050.9,816.0
EAST UTTAR PRADESH,1923,42.0,276.5,339.6,261.3,919.4,229.85000000000002,-386.0000000000001,1305.4,1050.9
EAST UTTAR PRADESH,1924,42.1,501.3,240.0,265.7,1049.1,262.275,129.69999999999993,919.4,1305.4
EAST UTTAR PRADESH,1925,140.9,443.2,236.2,233.9,1054.1,263.55,5.0,1049.1,919.4
EAST UTTAR PRADESH,1926,18.8,365.1,259.5,225.7,869.1,217.27500000000003,-184.9999999999999,1054.1,1049.1
EAST UTTAR PRADESH,1927,67.6,280.8,306.4,152.2,807.0,201.75,-62.10000000000002,869.1,1054.1
EAST UTTAR PRADESH,1928,118.4,290.9,112.2,64.9,586.4,146.6,-220.60000000000002,807.0,869.1
EAST UTTAR PRADESH,1929,163.5,287.2,355.3,48.5,854.6,213.625,268.20000000000005,586.4,807.0
EAST UTTAR PRADESH,1930,54.5,365.7,263.9,285.6,969.7,242.42499999999998,115.10000000000002,854.6,586.4
EAST UTTAR PRADESH,1931,36.7,296.2,240.1,332.8,905.9,226.45,-63.80000000000007,969.7,854.6
EAST UTTAR PRADESH,1932,90.1,170.0,287.5,125.7,673.3,168.32500000000002,-232.60000000000002,905.9,969.7
EAST UTTAR PRADESH,1933,127.8,223.6,247.6,158.0,757.0,189.25,83.70000000000005,673.3,905.9
EAST UTTAR PRADESH,1934,149.0,361.2,257.7,237.1,1005.1,251.25,248.10000000000002,757.0,673.3
EAST UTTAR PRADESH,1935,73.8,258.0,325.5,199.0,856.3,214.075,-148.80000000000007,1005.1,757.0
EAST UTTAR PRADESH,1936,219.3,598.1,354.4,252.1,1424.0,355.975,567.7,856.3,1005.1
EAST UTTAR PRADESH,1937,95.0,315.7,364.6,102.7,877.9,219.5,-546.1,1424.0,856.3
EAST UTTAR PRADESH,1938,285.4,375.8,379.8,224.7,1265.6,316.425,387.69999999999993,877.9,1424.0
EAST UTTAR PRADESH,1939,146.9,283.4,227.9,222.4,880.5,220.14999999999998,-385.0999999999999,1265.6,877.9
EAST UTTAR PRADESH,1940,65.9,257.6,315.6,120.4,759.4,189.875,-121.10000000000002,880.5,1265.6
EAST UTTAR PRADESH,1941,138.4,143.5,298.4,170.5,750.9,187.7,-8.5,759.4,880.5
EAST UTTAR PRADESH,1942,99.6,278.2,312.3,203.3,893.4,223.34999999999997,142.5,750.9,759.4
EAST UTTAR PRADESH,1943,75.5,231.3,443.0,266.6,1016.4,254.1,123.0,893.4,750.9
EAST UTTAR PRADESH,1944,106.0,277.7,305.4,178.7,867.8,216.95,-148.60000000000002,1016.4,893.4
EAST UTTAR PRADESH,1945,70.6,240.4,211.1,268.6,790.6,197.675,-77.19999999999993,867.8,1016.4
EAST UTTAR PRADESH,1946,88.0,396.6,219.2,142.5,846.3,211.575,55.69999999999993,790.6,867.8
EAST UTTAR PRADESH,1947,87.5,419.7,229.8,189.2,926.2,231.55,79.90000000000009,846.3,790.6
EAST UTTAR PRADESH,1948,100.0,420.6,390.4,275.8,1186.7,296.7,260.5,926.2,846.3
EAST UTTAR PRADESH,1949,52.8,287.1,352.8,273.2,965.9,241.47500000000002,-220.80000000000007,1186.7,926.2
EAST UTTAR PRADESH,1950,147.1,250.4,365.0,90.9,853.3,213.35,-112.60000000000002,965.9,1186.7
EAST UTTAR PRADESH,1951,114.8,138.8,247.2,169.0,669.8,167.45,-183.5,853.3,965.9
EAST UTTAR PRADESH,1952,245.6,161.6,350.6,110.7,868.6,217.125,198.80000000000007,669.8,853.3
EAST UTTAR PRADESH,1953,138.1,495.7,324.2,242.9,1200.8,300.225,332.19999999999993,868.6,669.8
EAST UTTAR PRADESH,1954,65.2,309.8,300.0,185.5,860.5,215.125,-340.29999999999995,1200.8,868.6
EAST UTTAR PRADESH,1955,202.4,533.8,311.1,231.0,1278.3,319.575,417.79999999999995,860.5,1200.8
EAST UTTAR PRADESH,1956,165.1,220.3,280.1,292.7,958.2,239.55,-320.0999999999999,1278.3,860.5
EAST UTTAR PRADESH,1957,56.0,369.3,293.5,162.9,881.8,220.42499999999998,-76.40000000000009,958.2,1278.3
EAST UTTAR PRADESH,1958,52.8,248.5,387.3,184.5,873.1,218.275,-8.699999999999932,881.8,958.2
EAST UTTAR PRADESH,1959,44.8,234.0,274.8,86.0,639.5,159.9,-233.60000000000002,873.1,881.8
EAST UTTAR PRADESH,1960,75.7,408.6,317.7,173.5,975.6,243.875,336.1,639.5,873.1
EAST UTTAR PRADESH,1961,92.5,285.3,406.3,154.8,938.9,234.72500000000002,-36.700000000000045,975.6,639.5
EAST UTTAR PRADESH,1962,81.7,228.6,426.8,265.2,1002.3,250.575,63.39999999999998,938.9,975.6
EAST UTTAR PRADESH,1963,99.7,320.5,339.3,145.3,904.9,226.2,-97.39999999999998,1002.3,938.9
EAST UTTAR PRADESH,1964,82.4,399.5,179.2,292.2,953.4,238.325,48.5,904.9,1002.3
EAST UTTAR PRADESH,1965,21.6,207.1,214.1,161.3,604.1,151.02499999999998,-349.29999999999995,953.4,904.9
EAST UTTAR PRADESH,1966,185.1,149.9,273.7,23.2,632.0,157.97500000000002,27.899999999999977,604.1,953.4
EAST UTTAR PRADESH,1967,80.4,265.1,442.2,156.3,944.0,236.0,312.0,632.0,604.1
EAST UTTAR PRADESH,1968,96.7,312.6,251.6,105.8,766.7,191.67499999999998,-177.29999999999995,944.0,632.0
EAST UTTAR PRADESH,1969,59.1,370.3,322.8,200.4,952.6,238.15,185.89999999999998,766.7,944.0
EAST UTTAR PRADESH,1970,183.3,200.7,229.4,368.7,982.0,245.52499999999998,29.399999999999977,952.6,766.7
EAST UTTAR PRADESH,1971,203.9,295.5,387.9,221.7,1109.0,277.25,127.0,982.0,952.6
EAST UTTAR PRADESH,1972,27.2,188.7,212.6,173.8,602.4,150.575,-506.6,1109.0,982.0
EAST UTTAR PRADESH,1973,122.5,244.1,259.3,176.3,802.3,200.55,199.89999999999998,602.4,1109.0
EAST UTTAR PRADESH,1974,53.2,380.3,256.0,125.4,814.9,203.725,12.600000000000023,802.3,602.4
EAST UTTAR PRADESH,1975,234.9,405.9,312.5,192.1,1145.4,286.34999999999997,330.5000000000001,814.9,802.3
EAST UTTAR PRADESH,1976,61.4,254.4,312.2,254.9,882.9,220.725,-262.5000000000001,1145.4,814.9
EAST UTTAR PRADESH,1977,57.5,396.1,194.6,127.8,775.9,194.0,-107.0,882.9,1145.4
EAST UTTAR PRADESH,1978,185.7,332.6,263.5,217.7,999.5,249.875,223.60000000000002,775.9,882.9
EAST UTTAR PRADESH,1979,85.5,322.1,120.4,31.9,559.9,139.975,-439.6,999.5,775.9
EAST UTTAR PRADESH,1980,152.6,553.8,448.3,271.9,1426.6,356.65,866.6999999999999,559.9,999.5
EAST UTTAR PRADESH,1981,79.8,435.7,215.3,294.1,1024.8,256.225,-401.79999999999995,1426.6,559.9
EAST UTTAR PRADESH,1982,123.1,218.2,321.8,293.6,956.7,239.17499999999998,-68.09999999999991,1024.8,1426.6
EAST UTTAR PRADESH,1983,97.9,271.4,234.0,349.7,953.0,238.25,-3.7000000000000455,956.7,1024.8
EAST UTTAR PRADESH,1984,289.6,323.8,214.8,161.5,989.6,247.425,36.60000000000002,953.0,956.7
EAST UTTAR PRADESH,1985,69.1,351.8,221.5,333.0,975.4,243.85,-14.200000000000045,989.6,953.0
EAST UTTAR PRADESH,1986,116.3,299.2,255.0,127.9,798.4,199.6,-177.0,975.4,989.6
EAST UTTAR PRADESH,1987,20.5,222.0,167.3,278.0,687.8,171.95,-110.60000000000002,798.4,975.4
EAST UTTAR PRADESH,1988,107.4,370.3,365.3,104.9,947.9,236.975,260.1,687.8,798.4
EAST UTTAR PRADESH,1989,138.2,370.1,195.2,206.8,910.4,227.575,-37.5,947.9,687.8
EAST UTTAR PRADESH,1990,135.7,486.4,211.9,154.1,988.1,247.02499999999998,77.70000000000005,910.4,947.9
EAST UTTAR PRADESH,1991,99.9,123.4,403.1,205.8,832.3,208.05,-155.80000000000007,988.1,910.4
EAST UTTAR PRADESH,1992,53.4,246.2,234.0,177.1,710.7,177.67499999999998,-121.59999999999991,832.3,988.1
EAST UTTAR PRADESH,1993,162.7,146.1,207.8,250.6,767.2,191.79999999999998,56.5,710.7,832.3
EAST UTTAR PRADESH,1994,128.1,227.5,300.5,179.4,835.6,208.875,68.39999999999998,767.2,710.7
EAST UTTAR PRADESH,1995,125.3,173.7,313.3,201.1,813.3,203.35,-22.300000000000068,835.6,767.2
EAST UTTAR PRADESH,1996,146.1,200.0,339.7,147.6,833.4,208.35,20.100000000000023,813.3,835.6
EAST UTTAR PRADESH,1997,71.8,301.9,41.6,31.6,446.9,111.72500000000001,-386.5,833.4,813.3
EAST UTTAR PRADESH,1998,56.3,223.6,264.0,67.4,611.4,152.825,164.5,446.9,833.4
EAST UTTAR PRADESH,1999,124.0,274.2,285.3,220.1,903.6,225.9,292.20000000000005,611.4,446.9
EAST UTTAR PRADESH,2000,202.1,243.7,206.1,224.9,876.8,219.2,-26.800000000000068,903.6,611.4
EAST UTTAR PRADESH,2001,235.2,306.4,189.4,150.5,881.4,220.37499999999997,4.600000000000023,876.8,903.6
EAST UTTAR PRADESH,2002,50.6,103.3,213.7,231.9,599.5,149.875,-281.9,881.4,876.8
EAST UTTAR PRADESH,2003,125.4,253.0,305.2,340.4,1024.0,255.99999999999997,424.5,599.5,881.4
EAST UTTAR PRADESH,2004,163.1,221.6,149.8,128.1,662.7,165.65,-361.29999999999995,1024.0,599.5
EAST UTTAR PRADESH,2005,57.2,288.0,228.1,123.3,696.6,174.14999999999998,33.89999999999998,662.7,1024.0
EAST UTTAR PRADESH,2006,108.7,270.1,147.3,51.3,577.4,144.35,-119.20000000000005,696.6,662.7
EAST UTTAR PRADESH,2007,65.3,274.6,186.4,118.6,644.9,161.22500000000002,67.5,577.4,696.6
EAST UTTAR PRADESH,2008,249.2,376.0,266.0,127.2,1018.4,254.60000000000002,373.5,644.9,577.4
EAST UTTAR PRADESH,2009,32.8,164.2,195.1,152.5,544.7,136.15,-473.69999999999993,1018.4,644.9
EAST UTTAR PRADESH,2010,24.7,230.1,225.2,189.8,669.7,167.45,125.0,544.7,1018.4
EAST UTTAR PRADESH,2011,168.4,205.1,245.1,158.8,777.3,194.35000000000002,107.59999999999991,669.7,544.7
EAST UTTAR PRADESH,2012,23.1,287.6,186.0,205.9,702.7,175.65,-74.59999999999991,777.3,669.7
EAST UTTAR PRADESH,2013,293.3,239.6,244.9,83.4,861.3,215.29999999999998,158.5999999999999,702.7,777.3
EAST UTTAR PRADESH,2014,50.2,298.9,144.5,111.7,605.4,151.325,-255.89999999999998,861.3,702.7
EAST UTTAR PRADESH,2015,95.0,180.5,173.8,21.3,470.6,117.65,-134.79999999999995,605.4,861.3
EAST UTTAR PRADESH,2016,77.2,343.2,242.9,152.9,816.3,204.04999999999998,345.69999999999993,470.6,605.4
EAST UTTAR PRADESH,2017,52.0,337.4,189.9,87.0,666.2,166.575,-150.0999999999999,816.3,470.6
EAST UTTAR PRADESH,2018,48.9,280.1,313.6,123.9,766.6,191.625,100.39999999999998,666.2,816.3
EAST UTTAR PRADESH,2019,51.7,347.0,180.4,284.2,863.3,215.825,96.69999999999993,766.6,666.2
EAST UTTAR PRADESH,2020,196.6,260.0,200.6,129.4,786.5,196.65,-76.79999999999995,863.3,766.6
EAST UTTAR PRADESH,2021,202.0,212.2,247.0,204.1,865.2,216.32500000000002,78.70000000000005,786.5,863.3
GANGETIC W.BENGAL,1901,213.7,294.3,287.9,312.3,1108.2,277.05,,,
GANGETIC W.BENGAL,1902,140.8,347.8,264.8,230.5,983.9,245.97500000000002,-124.30000000000007,1108.2,
GANGETIC W.BENGAL,1903,201.7,179.6,277.6,300.7,959.5,239.89999999999998,-24.399999999999977,983.9,1108.2
GANGETIC W.BENGAL,1904,286.7,435.3,241.7,142.8,1106.4,276.625,146.9000000000001,959.5,983.9
GANGETIC W.BENGAL,1905,70.9,525.5,263.6,287.6,1147.5,286.9,41.09999999999991,1106.4,959.5
GANGETIC W.BENGAL,1906,172.0,307.1,264.6,193.2,936.9,234.22500000000002,-210.60000000000002,1147.5,1106.4
GANGETIC W.BENGAL,1907,347.6,217.5,249.9,232.3,1047.3,261.825,110.39999999999998,936.9,1147.5
GANGETIC W.BENGAL,1908,380.4,383.5,290.4,174.9,1229.2,307.3,181.9000000000001,1047.3,936.9
GANGETIC W.BENGAL,1909,335.0,232.4,504.3,273.0,1344.8,336.175,115.59999999999991,1229.2,1047.3
GANGETIC W.BENGAL,1910,241.8,319.4,250.9,209.6,1021.7,255.425,-323.0999999999999,1344.8,1229.2
GANGETIC W.BENGAL,1911,276.6,168.4,261.5,260.2,966.7,241.675,-55.0,1021.7,1344.8
GANGETIC W.BENGAL,1912,199.4,325.3,255.0,134.3,914.0,228.5,-52.700000000000045,966.7,1021.7
GANGETIC W.BENGAL,1913,512.0,367.7,290.3,186.2,1356.2,339.05,442.20000000000005,914.0,966.7
GANGETIC W.BENGAL,1914,192.8,400.8,218.8,186.4,998.7,249.70000000000002,-357.5,1356.2,914.0
GANGETIC W.BENGAL,1915,224.5,228.5,236.7,229.3,918.9,229.75,-79.80000000000007,998.7,1356.2
GANGETIC W.BENGAL,1916,378.5,148.9,320.5,283.8,1131.6,282.925,212.69999999999993,918.9,998.7
GANGETIC W.BENGAL,1917,366.8,321.8,259.9,204.7,1153.2,288.3,21.600000000000136,1131.6,918.9
GANGETIC W.BENGAL,1918,374.6,194.2,366.8,169.2,1104.8,276.2,-48.40000000000009,1153.2,1131.6
GANGETIC W.BENGAL,1919,306.0,299.0,385.9,148.9,1139.8,284.95,35.0,1104.8,1153.2
GANGETIC W.BENGAL,1920,127.8,380.3,294.4,171.2,973.7,243.425,-166.0999999999999,1139.8,1104.8
GANGETIC W.BENGAL,1921,238.4,279.6,382.1,177.7,1077.8,269.45,104.09999999999991,973.7,1139.8
GANGETIC W.BENGAL,1922,553.0,269.7,400.8,244.3,1467.7,366.95,389.9000000000001,1077.8,973.7
GANGETIC W.BENGAL,1923,154.3,330.8,405.6,110.1,1000.8,250.20000000000002,-466.9000000000001,1467.7,1077.8
GANGETIC W.BENGAL,1924,181.2,308.0,260.7,254.8,1004.7,251.175,3.900000000000091,1000.8,1467.7
GANGETIC W.BENGAL,1925,171.8,305.7,211.2,158.4,847.0,211.775,-157.70000000000005,1004.7,1000.8
GANGETIC W.BENGAL,1926,103.7,579.3,431.3,243.7,1358.1,339.5,511.0999999999999,847.0,1004.7
GANGETIC W.BENGAL,1927,227.7,317.4,224.6,161.5,931.2,232.79999999999998,-426.89999999999986,1358.1,847.0
GANGETIC W.BENGAL,1928,426.9,428.1,325.1,113.3,1293.5,323.34999999999997,362.29999999999995,931.2,1358.1
GANGETIC W.BENGAL,1929,208.1,398.6,297.3,168.3,1072.3,268.075,-221.20000000000005,1293.5,931.2
GANGETIC W.BENGAL,1930,186.9,410.7,307.3,200.1,1105.0,276.25,32.700000000000045,1072.3,1293.5
GANGETIC W.BENGAL,1931,157.2,368.4,286.7,197.0,1009.3,252.325,-95.70000000000005,1105.0,1072.3
GANGETIC W.BENGAL,1932,151.1,297.5,259.6,177.7,885.9,221.47500000000002,-123.39999999999998,1009.3,1105.0
GANGETIC W.BENGAL,1933,326.3,384.9,420.8,266.9,1398.9,349.725,513.0000000000001,885.9,1009.3
GANGETIC W.BENGAL,1934,200.0,209.0,269.6,197.0,875.6,218.9,-523.3000000000001,1398.9,885.9
GANGETIC W.BENGAL,1935,163.4,233.1,298.9,171.1,866.5,216.625,-9.100000000000023,875.6,1398.9
GANGETIC W.BENGAL,1936,299.9,331.4,251.4,253.9,1136.6,284.15,270.0999999999999,866.5,875.6
GANGETIC W.BENGAL,1937,300.8,265.6,280.4,295.7,1142.5,285.625,5.900000000000091,1136.6,866.5
GANGETIC W.BENGAL,1938,233.7,244.6,310.2,160.8,949.3,237.325,-193.20000000000005,1142.5,1136.6
GANGETIC W.BENGAL,1939,250.5,420.2,450.9,207.5,1329.0,332.275,379.70000000000005,949.3,1142.5
GANGETIC W.BENGAL,1940,218.1,236.1,384.3,199.6,1038.1,259.525,-290.9000000000001,1329.0,949.3
GANGETIC W.BENGAL,1941,376.1,404.3,396.5,184.4,1361.3,340.32500000000005,323.20000000000005,1038.1,1329.0
GANGETIC W.BENGAL,1942,144.5,374.9,406.9,384.1,1310.3,327.6,-51.0,1361.3,1038.1
GANGETIC W.BENGAL,1943,209.5,418.5,320.5,186.8,1135.2,283.825,-175.0999999999999,1310.3,1361.3
GANGETIC W.BENGAL,1944,147.5,349.8,477.4,147.0,1121.8,280.425,-13.400000000000091,1135.2,1310.3
GANGETIC W.BENGAL,1945,196.2,196.3,213.2,198.6,804.3,201.07500000000002,-317.5,1121.8,1135.2
GANGETIC W.BENGAL,1946,247.4,297.4,374.2,305.3,1224.3,306.075,420.0,804.3,1121.8
GANGETIC W.BENGAL,1947,172.7,348.9,292.0,237.4,1050.9,262.75,-173.39999999999986,1224.3,804.3
GANGETIC W.BENGAL,1948,202.3,270.6,325.4,216.6,1014.9,253.725,-36.000000000000114,1050.9,1224.3
GANGETIC W.BENGAL,1949,214.5,325.0,285.5,209.8,1034.8,258.7,19.899999999999977,1014.9,1050.9
GANGETIC W.BENGAL,1950,371.1,338.7,373.3,176.4,1259.5,314.875,224.70000000000005,1034.8,1014.9
GANGETIC W.BENGAL,1951,180.7,253.5,260.3,200.1,894.5,223.65,-365.0,1259.5,1034.8
GANGETIC W.BENGAL,1952,167.4,431.0,244.7,189.1,1032.2,258.04999999999995,137.70000000000005,894.5,1259.5
GANGETIC W.BENGAL,1953,311.1,358.3,343.1,278.5,1291.0,322.75,258.79999999999995,1032.2,894.5
GANGETIC W.BENGAL,1954,211.1,201.7,215.1,247.1,875.0,218.75,-416.0,1291.0,1032.2
GANGETIC W.BENGAL,1955,174.7,338.7,251.9,188.1,953.3,238.35,78.29999999999995,875.0,1291.0
GANGETIC W.BENGAL,1956,343.3,253.9,295.4,391.1,1283.7,320.925,330.4000000000001,953.3,875.0
GANGETIC W.BENGAL,1957,231.8,312.1,201.0,239.4,984.4,246.07500000000002,-299.30000000000007,1283.7,953.3
GANGETIC W.BENGAL,1958,95.2,280.1,215.1,294.7,885.1,221.27499999999998,-99.29999999999995,984.4,1283.7
GANGETIC W.BENGAL,1959,208.5,273.3,328.5,487.3,1297.7,324.4,412.6,885.1,984.4
GANGETIC W.BENGAL,1960,117.5,336.5,317.4,246.3,1017.7,254.425,-280.0,1297.7,885.1
GANGETIC W.BENGAL,1961,275.0,171.4,252.8,290.9,990.1,247.525,-27.600000000000023,1017.7,1297.7
GANGETIC W.BENGAL,1962,185.6,241.1,209.3,233.6,869.7,217.4,-120.39999999999998,990.1,1017.7
GANGETIC W.BENGAL,1963,258.8,277.6,167.1,270.9,974.4,243.60000000000002,104.69999999999993,869.7,990.1
GANGETIC W.BENGAL,1964,136.2,404.2,211.3,219.9,971.6,242.9,-2.7999999999999545,974.4,869.7
GANGETIC W.BENGAL,1965,227.6,289.6,287.0,220.3,1024.4,256.125,52.80000000000007,971.6,974.4
GANGETIC W.BENGAL,1966,296.0,168.7,236.6,187.2,888.5,222.125,-135.9000000000001,1024.4,971.6
GANGETIC W.BENGAL,1967,131.6,247.8,368.8,326.2,1074.4,268.6,185.9000000000001,888.5,1024.4
GANGETIC W.BENGAL,1968,368.8,418.1,472.2,115.2,1374.3,343.57500000000005,299.89999999999986,1074.4,888.5
GANGETIC W.BENGAL,1969,139.8,276.2,418.0,300.9,1134.8,283.725,-239.5,1374.3,1074.4
GANGETIC W.BENGAL,1970,323.2,285.0,219.8,472.6,1300.6,325.15,165.79999999999995,1134.8,1374.3
GANGETIC W.BENGAL,1971,260.2,472.5,573.4,252.8,1558.9,389.72499999999997,258.3000000000002,1300.6,1134.8
GANGETIC W.BENGAL,1972,125.9,288.3,543.2,222.5,1179.9,294.975,-379.0,1558.9,1300.6
GANGETIC W.BENGAL,1973,204.2,304.9,335.0,401.6,1245.6,311.42499999999995,65.69999999999982,1179.9,1558.9
GANGETIC W.BENGAL,1974,96.4,438.5,317.1,262.7,1114.6,278.675,-131.0,1245.6,1179.9
GANGETIC W.BENGAL,1975,156.6,364.9,331.1,286.3,1138.9,284.725,24.300000000000182,1114.6,1245.6
GANGETIC W.BENGAL,1976,148.9,296.6,279.6,197.5,922.6,230.65,-216.30000000000007,1138.9,1114.6
GANGETIC W.BENGAL,1977,409.4,450.9,329.4,171.3,1361.0,340.24999999999994,438.4,922.6,1138.9
GANGETIC W.BENGAL,1978,253.0,274.1,349.1,591.8,1467.9,367.0,106.90000000000009,1361.0,922.6
GANGETIC W.BENGAL,1979,282.9,296.4,229.6,167.0,975.8,243.975,-492.10000000000014,1467.9,1361.0
GANGETIC W.BENGAL,1980,303.6,403.2,243.3,181.0,1131.1,282.775,155.29999999999995,975.8,1467.9
GANGETIC W.BENGAL,1981,321.4,417.7,327.6,250.0,1316.6,329.17499999999995,185.5,1131.1,975.8
GANGETIC W.BENGAL,1982,196.0,224.5,308.9,101.1,830.4,207.625,-486.19999999999993,1316.6,1131.1
GANGETIC W.BENGAL,1983,188.9,207.6,365.4,247.4,1009.3,252.325,178.89999999999998,830.4,1316.6
GANGETIC W.BENGAL,1984,597.1,332.7,442.2,196.3,1568.4,392.075,559.1000000000001,1009.3,830.4
GANGETIC W.BENGAL,1985,280.4,286.2,340.6,201.8,1109.1,277.25,-459.3000000000002,1568.4,1009.3
GANGETIC W.BENGAL,1986,227.9,313.4,181.2,522.2,1244.8,311.175,135.70000000000005,1109.1,1568.4
GANGETIC W.BENGAL,1987,146.9,427.4,473.0,262.6,1309.8,327.475,65.0,1244.8,1109.1
GANGETIC W.BENGAL,1988,508.8,299.9,292.6,207.1,1308.4,327.1,-1.3999999999998636,1309.8,1244.8
GANGETIC W.BENGAL,1989,318.1,414.5,291.4,284.2,1308.3,327.05,-0.10000000000013642,1308.4,1309.8
GANGETIC W.BENGAL,1990,267.1,520.1,236.9,301.7,1325.9,331.45000000000005,17.600000000000136,1308.3,1308.4
GANGETIC W.BENGAL,1991,257.4,382.2,332.7,245.8,1218.0,304.525,-107.90000000000009,1325.9,1308.3
GANGETIC W.BENGAL,1992,239.5,410.3,251.9,213.3,1115.1,278.75,-102.90000000000009,1218.0,1325.9
GANGETIC W.BENGAL,1993,328.5,280.5,361.9,422.2,1393.1,348.275,278.0,1115.1,1218.0
