Sub_Division,YEAR,JUN,JUL,AUG,SEP,JUN-SEP,AVG_RAINFALL,YOY_CHANGE,LAG_1,LAG_2
LAKSHDWEEP,2010,318.9,336.7,335.1,161.5,1152.2,288.04999999999995,154.60000000000002,997.6,934.0
LAKSHDWEEP,2011,153.6,350.2,254.0,255.2,1013.0,253.25,-139.20000000000005,1152.2,997.6
LAKSHDWEEP,2012,326.9,231.5,381.2,179.8,1119.4,279.84999999999997,106.40000000000009,1013.0,1152.2
LAKSHDWEEP,2013,426.2,296.4,150.8,180.4,1053.8,263.45,-65.60000000000014,1119.4,1013.0
LAKSHDWEEP,2014,244.1,115.4,466.1,130.6,956.2,239.05,-97.59999999999991,1053.8,1119.4
LAKSHDWEEP,2015,296.7,257.4,146.7,157.5,858.3,214.575,-97.90000000000009,956.2,1053.8
LAKSHDWEEP,2016,321.1,262.6,86.2,75.6,745.5,186.37500000000003,-112.79999999999995,858.3,956.2
LAKSHDWEEP,2017,521.9,164.2,206.2,216.0,1108.3,277.075,362.79999999999995,745.5,858.3
LAKSHDWEEP,2018,203.2,139.7,124.4,74.4,541.7,135.42499999999998,-566.5999999999999,1108.3,745.5
LAKSHDWEEP,2019,242.5,489.4,338.4,156.7,1227.0,306.75,685.3,541.7,1108.3
LAKSHDWEEP,2020,265.4,476.2,269.6,334.3,1345.5,336.375,118.5,1227.0,541.7
LAKSHDWEEP,2021,160.0,156.5,319.5,154.9,790.9,197.725,-554.6,1345.5,1227.0
MADHYA MAHARASHTRA,1901,107.7,215.9,194.1,83.7,601.4,150.35000000000002,,,
MADHYA MAHARASHTRA,1902,102.6,210.9,114.5,169.5,597.5,149.375,-3.8999999999999773,601.4,
MADHYA MAHARASHTRA,1903,86.3,281.8,155.5,142.3,665.9,166.47500000000002,68.39999999999998,597.5,601.4
MADHYA MAHARASHTRA,1904,114.6,126.5,59.5,183.0,483.6,120.9,-182.29999999999995,665.9,597.5
MADHYA MAHARASHTRA,1905,65.0,252.8,79.0,52.6,449.5,112.35000000000001,-34.10000000000002,483.6,665.9
MADHYA MAHARASHTRA,1906,184.8,199.3,204.9,88.7,677.8,169.425,228.29999999999995,449.5,483.6
MADHYA MAHARASHTRA,1907,118.0,262.3,267.8,94.1,742.3,185.55,64.5,677.8,449.5
MADHYA MAHARASHTRA,1908,85.1,263.0,169.9,166.6,684.5,171.15,-57.799999999999955,742.3,677.8
MADHYA MAHARASHTRA,1909,179.6,247.0,101.6,146.2,674.4,168.60000000000002,-10.100000000000023,684.5,742.3
MADHYA MAHARASHTRA,1910,204.6,172.0,228.6,195.7,800.9,200.22500000000002,126.5,674.4,684.5
MADHYA MAHARASHTRA,1911,136.9,137.7,153.2,29.9,457.6,114.425,-343.29999999999995,800.9,674.4
MADHYA MAHARASHTRA,1912,88.3,307.6,150.0,34.7,580.5,145.15000000000003,122.89999999999998,457.6,800.9
MADHYA MAHARASHTRA,1913,259.9,210.8,86.6,82.8,640.1,160.02499999999998,59.60000000000002,580.5,457.6
MADHYA MAHARASHTRA,1914,188.3,348.8,204.3,211.6,953.0,238.25000000000003,312.9,640.1,580.5
MADHYA MAHARASHTRA,1915,195.2,225.4,80.0,228.5,729.1,182.275,-223.89999999999998,953.0,640.1
MADHYA MAHARASHTRA,1916,144.8,257.6,185.9,217.5,805.8,201.45000000000002,76.69999999999993,729.1,953.0
MADHYA MAHARASHTRA,1917,174.3,120.6,187.0,205.2,687.1,171.77499999999998,-118.69999999999993,805.8,729.1
MADHYA MAHARASHTRA,1918,51.7,68.4,112.4,55.1,287.6,71.9,-399.5,687.1,805.8
MADHYA MAHARASHTRA,1919,173.5,198.9,153.8,231.7,757.9,189.47500000000002,470.29999999999995,287.6,687.1
MADHYA MAHARASHTRA,1920,120.7,185.9,94.1,113.8,514.5,128.625,-243.39999999999998,757.9,287.6
MADHYA MAHARASHTRA,1921,105.8,291.6,125.0,128.7,651.1,162.77500000000003,136.60000000000002,514.5,757.9
MADHYA MAHARASHTRA,1922,161.7,218.2,79.4,97.1,556.5,139.1,-94.60000000000002,651.1,514.5
MADHYA MAHARASHTRA,1923,30.7,290.0,126.5,169.5,616.7,154.175,60.200000000000045,556.5,651.1
MADHYA MAHARASHTRA,1924,80.3,173.8,220.5,185.8,660.4,165.10000000000002,43.69999999999993,616.7,556.5
MADHYA MAHARASHTRA,1925,177.7,152.0,115.2,94.7,539.6,134.9,-120.79999999999995,660.4,616.7
MADHYA MAHARASHTRA,1926,85.9,230.6,258.0,147.7,722.2,180.55,182.60000000000002,539.6,660.4
MADHYA MAHARASHTRA,1927,184.9,318.7,85.4,183.6,772.7,193.15,50.5,722.2,539.6
MADHYA MAHARASHTRA,1928,143.3,217.7,159.6,209.0,729.7,182.4,-43.0,772.7,722.2
MADHYA MAHARASHTRA,1929,155.9,168.2,73.7,151.6,549.4,137.35,-180.30000000000007,729.7,772.7
MADHYA MAHARASHTRA,1930,178.1,233.7,106.5,247.0,765.3,191.325,215.89999999999998,549.4,729.7
MADHYA MAHARASHTRA,1931,109.7,316.3,233.5,178.9,838.5,209.6,73.20000000000005,765.3,549.4
MADHYA MAHARASHTRA,1932,67.3,351.7,221.3,162.8,803.1,200.77499999999998,-35.39999999999998,838.5,765.3
MADHYA MAHARASHTRA,1933,182.3,194.7,259.4,286.1,922.5,230.625,119.39999999999998,803.1,838.5
MADHYA MAHARASHTRA,1934,138.2,217.0,222.3,136.8,714.2,178.575,-208.29999999999995,922.5,803.1
MADHYA MAHARASHTRA,1935,149.6,208.6,195.5,126.7,680.3,170.10000000000002,-33.90000000000009,714.2,922.5
MADHYA MAHARASHTRA,1936,169.2,113.9,106.3,161.5,550.9,137.72500000000002,-129.39999999999998,680.3,714.2
MADHYA MAHARASHTRA,1937,146.7,319.4,63.6,219.9,749.5,187.39999999999998,198.60000000000002,550.9,680.3
MADHYA MAHARASHTRA,1938,239.9,286.6,169.4,191.5,887.4,221.85,137.89999999999998,749.5,550.9
MADHYA MAHARASHTRA,1939,127.6,303.9,219.9,88.5,740.0,184.975,-147.39999999999998,887.4,749.5
MADHYA MAHARASHTRA,1940,191.3,215.9,188.7,132.0,727.9,181.97500000000002,-12.100000000000023,740.0,887.4
MADHYA MAHARASHTRA,1941,96.1,338.6,103.7,143.3,681.7,170.425,-46.19999999999993,727.9,740.0
MADHYA MAHARASHTRA,1942,213.3,364.7,191.6,93.8,863.4,215.85,181.69999999999993,681.7,727.9
MADHYA MAHARASHTRA,1943,150.5,316.4,80.9,166.2,713.9,178.5,-149.5,863.4,681.7
MADHYA MAHARASHTRA,1944,132.2,421.7,227.8,142.1,923.7,230.95000000000002,209.80000000000007,713.9,863.4
MADHYA MAHARASHTRA,1945,125.6,263.7,209.0,132.4,730.7,182.67499999999998,-193.0,923.7,713.9
MADHYA MAHARASHTRA,1946,138.4,288.5,255.9,170.3,853.1,213.27499999999998,122.39999999999998,730.7,923.7
MADHYA MAHARASHTRA,1947,63.0,230.6,272.8,216.2,782.7,195.65000000000003,-70.39999999999998,853.1,730.7
MADHYA MAHARASHTRA,1948,191.0,239.6,181.5,162.0,774.1,193.525,-8.600000000000023,782.7,853.1
MADHYA MAHARASHTRA,1949,102.0,201.3,174.0,323.1,800.4,200.10000000000002,26.299999999999955,774.1,782.7
MADHYA MAHARASHTRA,1950,59.5,400.2,102.9,248.8,811.4,202.85000000000002,11.0,800.4,774.1
MADHYA MAHARASHTRA,1951,150.1,250.2,136.3,71.7,608.3,152.075,-203.10000000000002,811.4,800.4
MADHYA MAHARASHTRA,1952,131.2,268.8,139.1,57.1,596.2,149.05,-12.099999999999909,608.3,811.4
MADHYA MAHARASHTRA,1953,186.3,216.5,220.2,126.8,749.8,187.45,153.5999999999999,596.2,608.3
MADHYA MAHARASHTRA,1954,158.5,305.3,171.7,263.0,898.5,224.625,148.70000000000005,749.8,596.2
MADHYA MAHARASHTRA,1955,140.9,149.6,254.3,218.9,763.7,190.92499999999998,-134.79999999999995,898.5,749.8
MADHYA MAHARASHTRA,1956,111.0,360.5,252.0,165.8,889.3,222.325,125.59999999999991,763.7,898.5
MADHYA MAHARASHTRA,1957,177.8,196.4,202.2,98.7,675.1,168.77500000000003,-214.19999999999993,889.3,763.7
MADHYA MAHARASHTRA,1958,101.9,393.3,296.6,112.1,903.9,225.97500000000002,228.79999999999995,675.1,889.3
MADHYA MAHARASHTRA,1959,174.7,344.3,199.0,202.7,920.7,230.175,16.800000000000068,903.9,675.1
MADHYA MAHARASHTRA,1960,146.3,235.0,138.0,229.0,748.4,187.075,-172.30000000000007,920.7,903.9
MADHYA MAHARASHTRA,1961,163.5,411.9,135.0,104.8,815.3,203.79999999999998,66.89999999999998,748.4,920.7
MADHYA MAHARASHTRA,1962,46.8,287.5,164.0,199.9,698.3,174.55,-117.0,815.3,748.4
MADHYA MAHARASHTRA,1963,138.6,252.3,268.7,72.7,732.3,183.075,34.0,698.3,815.3
MADHYA MAHARASHTRA,1964,139.8,238.9,242.3,223.1,844.0,211.025,111.70000000000005,732.3,698.3
MADHYA MAHARASHTRA,1965,82.9,380.7,200.3,54.8,718.7,179.675,-125.29999999999995,844.0,732.3
MADHYA MAHARASHTRA,1966,83.8,315.0,94.0,149.0,641.7,160.45,-77.0,718.7,844.0
MADHYA MAHARASHTRA,1967,130.4,367.4,139.0,146.6,783.3,195.85,141.5999999999999,641.7,718.7
MADHYA MAHARASHTRA,1968,95.4,238.9,213.3,172.1,719.6,179.925,-63.69999999999993,783.3,641.7
MADHYA MAHARASHTRA,1969,140.1,307.1,242.4,234.0,923.6,230.9,204.0,719.6,783.3
MADHYA MAHARASHTRA,1970,195.4,200.1,254.9,161.3,811.8,202.925,-111.80000000000007,923.6,719.6
MADHYA MAHARASHTRA,1971,155.6,124.9,204.0,185.6,670.1,167.525,-141.69999999999993,811.8,923.6
MADHYA MAHARASHTRA,1972,90.4,195.1,99.3,88.1,472.8,118.225,-197.3,670.1,811.8
MADHYA MAHARASHTRA,1973,124.7,312.0,243.9,172.8,853.4,213.35000000000002,380.59999999999997,472.8,670.1
MADHYA MAHARASHTRA,1974,77.5,217.9,184.7,201.5,681.6,170.39999999999998,-171.79999999999995,853.4,472.8
MADHYA MAHARASHTRA,1975,165.6,228.0,223.2,242.8,859.7,214.89999999999998,178.10000000000002,681.6,853.4
MADHYA MAHARASHTRA,1976,283.6,315.6,240.8,87.7,927.6,231.925,67.89999999999998,859.7,681.6
MADHYA MAHARASHTRA,1977,209.0,262.5,150.4,94.6,716.5,179.125,-211.10000000000002,927.6,859.7
MADHYA MAHARASHTRA,1978,174.2,179.6,211.8,124.1,689.7,172.42499999999998,-26.799999999999955,716.5,927.6
MADHYA MAHARASHTRA,1979,129.7,194.5,299.0,249.9,873.2,218.275,183.5,689.7,716.5
MADHYA MAHARASHTRA,1980,279.2,197.4,286.6,89.2,852.5,213.10000000000002,-20.700000000000045,873.2,689.7
MADHYA MAHARASHTRA,1981,135.9,248.9,188.6,253.7,827.1,206.77499999999998,-25.399999999999977,852.5,873.2
MADHYA MAHARASHTRA,1982,114.6,187.7,186.6,119.5,608.4,152.1,-218.70000000000005,827.1,852.5
MADHYA MAHARASHTRA,1983,125.3,218.1,259.4,263.0,865.8,216.45,257.4,608.4,827.1
MADHYA MAHARASHTRA,1984,109.6,260.8,140.0,133.2,643.6,160.89999999999998,-222.19999999999993,865.8,608.4
MADHYA MAHARASHTRA,1985,118.7,189.5,145.1,63.5,516.8,129.2,-126.80000000000007,643.6,865.8
MADHYA MAHARASHTRA,1986,200.8,126.1,157.9,101.0,585.7,146.45,68.90000000000009,516.8,643.6
MADHYA MAHARASHTRA,1987,130.3,166.7,226.9,63.5,587.5,146.85,1.7999999999999545,585.7,516.8
MADHYA MAHARASHTRA,1988,111.0,314.1,165.7,324.8,915.6,228.89999999999998,328.1,587.5,585.7
MADHYA MAHARASHTRA,1989,153.5,271.9,152.1,181.6,759.1,189.775,-156.5,915.6,587.5
MADHYA MAHARASHTRA,1990,150.5,233.1,317.5,98.7,799.9,199.95000000000002,40.799999999999955,759.1,915.6
MADHYA MAHARASHTRA,1991,293.8,318.1,143.3,67.6,822.8,205.70000000000002,22.899999999999977,799.9,759.1
MADHYA MAHARASHTRA,1992,147.4,182.1,252.9,132.6,714.9,178.75,-107.89999999999998,822.8,799.9
MADHYA MAHARASHTRA,1993,150.8,293.0,161.5,165.2,770.5,192.625,55.60000000000002,714.9,822.8
MADHYA MAHARASHTRA,1994,255.2,338.0,192.5,121.7,907.4,226.85000000000002,136.89999999999998,770.5,714.9
MADHYA MAHARASHTRA,1995,65.7,259.5,86.3,193.4,605.0,151.225,-302.4,907.4,770.5
MADHYA MAHARASHTRA,1996,163.8,283.1,187.7,163.6,798.1,199.55,193.10000000000002,605.0,907.4
MADHYA MAHARASHTRA,1997,183.8,236.3,291.5,92.1,803.7,200.925,5.600000000000023,798.1,605.0
MADHYA MAHARASHTRA,1998,154.2,275.1,230.3,264.9,924.5,231.125,120.79999999999995,803.7,798.1
MADHYA MAHARASHTRA,1999,227.5,259.4,86.5,169.5,742.9,185.725,-181.60000000000002,924.5,803.7
MADHYA MAHARASHTRA,2000,178.0,197.7,159.1,87.4,622.1,155.54999999999998,-120.79999999999995,742.9,924.5
MADHYA MAHARASHTRA,2001,158.7,209.7,159.1,137.3,664.8,166.2,42.69999999999993,622.1,742.9
MADHYA MAHARASHTRA,2002,256.6,94.7,238.8,101.8,692.0,172.975,27.200000000000045,664.8,622.1
MADHYA MAHARASHTRA,2003,198.2,207.8,184.2,118.5,708.8,177.175,16.799999999999955,692.0,664.8
MADHYA MAHARASHTRA,2004,214.3,171.4,346.9,180.9,913.5,228.375,204.70000000000005,708.8,692.0
MADHYA MAHARASHTRA,2005,236.2,360.0,257.8,273.7,1127.7,281.925,214.20000000000005,913.5,708.8
MADHYA MAHARASHTRA,2006,200.4,420.4,421.2,217.0,1259.0,314.75,131.29999999999995,1127.7,913.5
MADHYA MAHARASHTRA,2007,282.0,287.6,259.8,189.2,1018.6,254.65000000000003,-240.39999999999998,1259.0,1127.7
MADHYA MAHARASHTRA,2008,105.4,155.1,259.6,316.0,836.2,209.025,-182.39999999999998,1018.6,1259.0
MADHYA MAHARASHTRA,2009,70.8,327.7,150.2,164.7,713.4,178.35000000000002,-122.80000000000007,836.2,1018.6
MADHYA MAHARASHTRA,2010,185.6,280.9,233.2,165.5,865.3,216.3,151.89999999999998,713.4,836.2
MADHYA MAHARASHTRA,2011,135.8,268.4,245.6,149.6,799.3,199.85,-66.0,865.3,713.4
MADHYA MAHARASHTRA,2012,67.9,203.0,185.2,128.7,584.7,146.2,-214.5999999999999,799.3,865.3
MADHYA MAHARASHTRA,2013,225.6,341.0,159.7,208.3,934.7,233.64999999999998,350.0,584.7,799.3
MADHYA MAHARASHTRA,2014,43.3,302.5,245.2,122.0,713.0,178.25,-221.70000000000005,934.7,584.7
MADHYA MAHARASHTRA,2015,167.2,100.9,66.9,135.5,470.6,117.625,-242.39999999999998,713.0,934.7
MADHYA MAHARASHTRA,2016,100.7,319.6,232.7,171.9,824.9,206.225,354.29999999999995,470.6,713.0
MADHYA MAHARASHTRA,2017,189.2,280.9,192.0,190.1,852.3,213.04999999999998,27.399999999999977,824.9,470.6
MADHYA MAHARASHTRA,2018,159.1,265.8,183.4,52.1,660.4,165.1,-191.89999999999998,852.3,824.9
MADHYA MAHARASHTRA,2019,123.4,394.8,390.4,258.4,1167.0,291.75,506.6,660.4,852.3
MADHYA MAHARASHTRA,2020,238.3,211.3,329.6,190.2,969.3,242.35000000000002,-197.70000000000005,1167.0,660.4
MADHYA MAHARASHTRA,2021,189.3,297.2,129.1,257.0,872.7,218.15,-96.59999999999991,969.3,1167.0
MARATHWADA,1901,193.1,184.1,249.8,74.0,700.9,175.25,,,
MARATHWADA,1902,52.4,120.9,85.2,273.3,531.8,132.95,-169.10000000000002,700.9,
MARATHWADA,1903,104.4,264.2,281.9,173.3,823.8,205.95,292.0,531.8,700.9
MARATHWADA,1904,79.2,118.4,57.3,339.0,593.9,148.47500000000002,-229.89999999999998,823.8,531.8
MARATHWADA,1905,84.6,94.8,137.6,157.8,474.8,118.7,-119.09999999999997,593.9,823.8
MARATHWADA,1906,220.6,254.9,156.9,82.1,714.5,178.625,239.7,474.8,593.9
MARATHWADA,1907,90.4,198.9,155.2,34.7,479.2,119.8,-235.3,714.5,474.8
MARATHWADA,1908,100.7,124.4,176.8,261.9,663.8,165.95,184.59999999999997,479.2,714.5
MARATHWADA,1909,217.2,194.3,173.8,223.5,808.8,202.2,145.0,663.8,479.2
MARATHWADA,1910,202.1,166.7,188.5,467.9,1025.3,256.29999999999995,216.5,808.8,663.8
MARATHWADA,1911,85.5,231.9,175.0,68.6,561.0,140.25,-464.29999999999995,1025.3,808.8
MARATHWADA,1912,62.9,177.3,145.9,34.6,420.8,105.17500000000001,-140.2,561.0,1025.3
MARATHWADA,1913,173.0,245.9,80.1,63.7,562.6,140.675,141.8,420.8,561.0
MARATHWADA,1914,297.0,177.2,151.7,258.3,884.2,221.05,321.6,562.6,420.8
MARATHWADA,1915,207.8,146.8,96.1,299.1,749.8,187.45000000000002,-134.4000000000001,884.2,562.6
MARATHWADA,1916,149.8,374.7,139.7,305.1,969.3,242.32500000000002,219.5,749.8,884.2
MARATHWADA,1917,176.8,144.6,259.3,348.7,929.4,232.35000000000002,-39.89999999999998,969.3,749.8
MARATHWADA,1918,93.5,65.9,78.6,89.9,327.9,81.975,-601.5,929.4,969.3
MARATHWADA,1919,149.7,119.9,85.3,228.0,583.0,145.72500000000002,255.10000000000002,327.9,929.4
MARATHWADA,1920,60.4,50.5,86.1,127.7,324.8,81.175,-258.2,583.0,327.9
MARATHWADA,1921,151.0,174.8,70.2,113.4,509.4,127.35,184.59999999999997,324.8,583.0
MARATHWADA,1922,220.3,119.5,39.4,206.4,585.6,146.4,76.20000000000005,509.4,324.8
MARATHWADA,1923,20.5,300.4,72.0,300.1,693.0,173.25,107.39999999999998,585.6,509.4
MARATHWADA,1924,49.2,130.4,180.7,200.2,560.5,140.125,-132.5,693.0,585.6
MARATHWADA,1925,130.3,84.3,173.6,73.4,461.6,115.4,-98.89999999999998,560.5,693.0
MARATHWADA,1926,85.0,126.3,254.1,147.6,613.0,153.25,151.39999999999998,461.6,560.5
MARATHWADA,1927,173.0,143.5,67.0,175.7,559.2,139.8,-53.799999999999955,613.0,461.6
MARATHWADA,1928,160.5,141.7,135.0,288.1,725.4,181.325,166.19999999999993,559.2,613.0
MARATHWADA,1929,165.8,104.7,48.2,179.0,497.7,124.425,-227.7,725.4,559.2
MARATHWADA,1930,132.2,49.6,75.7,281.0,538.5,134.625,40.80000000000001,497.7,725.4
MARATHWADA,1931,134.5,295.0,142.8,242.1,814.5,203.6,276.0,538.5,497.7
MARATHWADA,1932,111.4,276.6,161.3,161.6,710.9,177.725,-103.60000000000002,814.5,538.5
MARATHWADA,1933,206.6,214.7,180.4,340.8,942.5,235.625,231.60000000000002,710.9,814.5
MARATHWADA,1934,95.8,248.6,256.8,159.9,761.2,190.275,-181.29999999999995,942.5,710.9
MARATHWADA,1935,191.1,197.4,196.6,223.5,808.7,202.15,47.5,761.2,942.5
MARATHWADA,1936,137.5,92.2,119.3,145.1,494.1,123.525,-314.6,808.7,761.2
MARATHWADA,1937,75.8,277.3,35.8,152.8,541.6,135.425,47.5,494.1,808.7
MARATHWADA,1938,253.3,260.1,146.5,256.1,916.0,229.00000000000003,374.4,541.6,494.1
MARATHWADA,1939,98.2,163.6,188.6,73.7,524.2,131.025,-391.79999999999995,916.0,541.6
MARATHWADA,1940,178.7,176.9,239.5,139.0,734.2,183.525,210.0,524.2,916.0
MARATHWADA,1941,50.2,114.9,150.4,190.6,506.1,126.525,-228.10000000000002,734.2,524.2
MARATHWADA,1942,221.0,227.2,311.4,124.9,884.5,221.12499999999997,378.4,506.1,734.2
MARATHWADA,1943,187.4,105.8,62.3,282.9,638.4,159.6,-246.10000000000002,884.5,506.1
MARATHWADA,1944,85.1,230.7,116.0,167.0,598.8,149.7,-39.60000000000002,638.4,884.5
MARATHWADA,1945,129.6,140.2,154.4,161.9,586.2,146.52499999999998,-12.599999999999909,598.8,638.4
MARATHWADA,1946,165.6,212.4,114.5,180.1,672.5,168.15,86.29999999999995,586.2,598.8
MARATHWADA,1947,65.7,164.5,276.0,253.3,759.4,189.875,86.89999999999998,672.5,586.2
MARATHWADA,1948,179.3,218.7,110.1,221.6,729.7,182.425,-29.699999999999932,759.4,672.5
MARATHWADA,1949,188.8,189.5,89.8,369.1,837.2,209.3,107.5,729.7,759.4
MARATHWADA,1950,67.5,141.1,113.9,271.0,593.6,148.375,-243.60000000000002,837.2,729.7
MARATHWADA,1951,159.5,271.0,101.3,89.3,621.0,155.27499999999998,27.399999999999977,593.6,837.2
MARATHWADA,1952,95.4,144.6,87.2,136.1,463.2,115.82499999999999,-157.8,621.0,593.6
MARATHWADA,1953,200.4,217.9,160.6,207.9,786.8,196.7,323.59999999999997,463.2,621.0
MARATHWADA,1954,181.0,276.0,138.8,255.6,851.3,212.85,64.5,786.8,463.2
MARATHWADA,1955,229.8,213.2,364.6,208.6,1016.2,254.05,164.9000000000001,851.3,786.8
MARATHWADA,1956,154.1,310.0,134.6,202.5,801.2,200.3,-215.0,1016.2,851.3
MARATHWADA,1957,126.9,255.1,294.6,104.7,781.3,195.32500000000002,-19.90000000000009,801.2,1016.2
MARATHWADA,1958,92.2,264.4,456.1,79.8,892.6,223.125,111.30000000000007,781.3,801.2
MARATHWADA,1959,173.6,188.3,200.0,246.3,808.3,202.05,-84.30000000000007,892.6,781.3
MARATHWADA,1960,163.6,136.6,66.8,206.8,573.7,143.45,-234.5999999999999,808.3,892.6
MARATHWADA,1961,170.8,253.7,143.4,97.0,664.9,166.225,91.19999999999993,573.7,808.3
MARATHWADA,1962,67.3,164.7,192.2,304.7,728.9,182.225,64.0,664.9,573.7
MARATHWADA,1963,228.4,172.2,380.4,82.8,863.8,215.95,134.89999999999998,728.9,664.9
MARATHWADA,1964,120.3,246.5,150.7,219.9,737.5,184.35,-126.29999999999995,863.8,728.9
MARATHWADA,1965,129.3,218.7,180.0,69.4,597.4,149.35,-140.10000000000002,737.5,863.8
MARATHWADA,1966,63.1,228.6,85.9,191.6,569.2,142.3,-28.199999999999932,597.4,737.5
MARATHWADA,1967,146.0,224.0,104.1,136.0,610.1,152.525,40.89999999999998,569.2,597.4
MARATHWADA,1968,94.2,219.0,63.6,210.6,587.5,146.85,-22.600000000000023,610.1,569.2
MARATHWADA,1969,120.8,222.6,148.3,277.1,768.8,192.2,181.29999999999995,587.5,610.1
MARATHWADA,1970,215.1,103.9,344.9,178.1,842.1,210.5,73.30000000000007,768.8,587.5
MARATHWADA,1971,83.2,24.3,220.0,131.5,458.9,114.75,-383.20000000000005,842.1,768.8
MARATHWADA,1972,115.1,41.9,85.3,65.3,307.6,76.9,-151.29999999999995,458.9,842.1
MARATHWADA,1973,112.3,203.1,334.8,115.6,765.8,191.45000000000002,458.19999999999993,307.6,458.9
MARATHWADA,1974,98.5,100.7,123.2,154.4,476.7,119.19999999999999,-289.09999999999997,765.8,307.6
MARATHWADA,1975,117.2,249.0,231.7,309.9,907.8,226.95,431.09999999999997,476.7,765.8
MARATHWADA,1976,92.0,213.0,195.6,63.0,563.7,140.9,-344.0999999999999,907.8,476.7
MARATHWADA,1977,126.0,155.4,149.3,116.8,547.4,136.875,-16.300000000000068,563.7,907.8
MARATHWADA,1978,212.4,215.0,105.3,80.6,613.3,153.325,65.89999999999998,547.4,563.7
MARATHWADA,1979,125.5,163.1,132.9,236.5,658.0,164.5,44.700000000000045,613.3,547.4
MARATHWADA,1980,223.0,114.4,325.1,113.6,776.1,194.025,118.10000000000002,658.0,613.3
MARATHWADA,1981,100.5,122.3,127.3,285.1,635.1,158.8,-141.0,776.1,658.0
MARATHWADA,1982,99.6,170.1,84.8,172.0,526.5,131.625,-108.60000000000002,635.1,776.1
MARATHWADA,1983,96.8,231.9,315.4,422.3,1066.3,266.59999999999997,539.8,526.5,635.1
MARATHWADA,1984,75.7,168.5,59.8,120.0,424.1,106.0,-642.1999999999999,1066.3,526.5
MARATHWADA,1985,160.8,148.9,63.9,82.3,455.8,113.97500000000001,31.69999999999999,424.1,1066.3
MARATHWADA,1986,132.3,140.2,127.1,104.0,503.5,125.9,47.69999999999999,455.8,424.1
MARATHWADA,1987,155.1,132.0,220.2,46.1,553.4,138.35,49.89999999999998,503.5,455.8
MARATHWADA,1988,169.7,301.6,245.4,411.9,1128.6,282.15,575.1999999999999,553.4,503.5
MARATHWADA,1989,237.9,336.2,245.7,170.0,989.8,247.45,-138.79999999999995,1128.6,553.4
MARATHWADA,1990,221.0,129.9,369.9,103.0,823.7,205.95,-166.0999999999999,989.8,1128.6
MARATHWADA,1991,250.1,222.4,49.8,38.5,560.8,140.2,-262.9000000000001,823.7,989.8
MARATHWADA,1992,219.6,79.1,202.6,139.3,640.6,160.14999999999998,79.80000000000007,560.8,823.7
MARATHWADA,1993,89.2,219.0,166.2,121.7,596.1,149.025,-44.5,640.6,560.8
MARATHWADA,1994,108.4,119.4,162.6,62.6,453.0,113.25,-143.10000000000002,596.1,640.6
MARATHWADA,1995,137.1,185.1,95.4,137.5,555.2,138.775,102.20000000000005,453.0,596.1
MARATHWADA,1996,55.5,187.5,246.4,227.9,717.3,179.325,162.0999999999999,555.2,453.0
MARATHWADA,1997,75.8,131.0,122.6,163.4,492.9,123.19999999999999,-224.39999999999998,717.3,555.2
MARATHWADA,1998,189.8,255.1,251.5,236.3,932.7,233.175,439.80000000000007,492.9,717.3
MARATHWADA,1999,145.3,133.1,133.0,215.9,627.3,156.825,-305.4000000000001,932.7,492.9
MARATHWADA,2000,191.2,161.3,246.5,45.5,644.6,161.125,17.300000000000068,627.3,932.7
MARATHWADA,2001,149.6,56.7,255.8,83.8,545.9,136.475,-98.70000000000005,644.6,627.3
MARATHWADA,2002,241.8,58.5,223.8,122.8,646.9,161.725,101.0,545.9,644.6
MARATHWADA,2003,116.1,251.9,184.4,96.3,648.7,162.17499999999998,1.8000000000000682,646.9,545.9
MARATHWADA,2004,101.0,200.0,76.5,176.7,554.2,138.55,-94.5,648.7,646.9
MARATHWADA,2005,58.8,412.3,124.6,213.5,809.1,202.3,254.89999999999998,554.2,648.7
MARATHWADA,2006,134.7,116.2,301.3,209.4,761.5,190.4,-47.60000000000002,809.1,554.2
MARATHWADA,2007,185.6,123.1,146.2,240.7,695.6,173.89999999999998,-65.89999999999998,761.5,809.1
MARATHWADA,2008,66.7,106.4,150.3,270.6,594.0,148.5,-101.60000000000002,695.6,761.5
MARATHWADA,2009,64.3,140.2,167.3,159.8,531.6,132.9,-62.39999999999998,594.0,695.6
MARATHWADA,2010,119.7,329.5,291.4,157.3,897.8,224.47499999999997,366.19999999999993,531.6,594.0
MARATHWADA,2011,80.3,231.4,230.3,89.9,632.0,157.975,-265.79999999999995,897.8,531.6
MARATHWADA,2012,72.2,161.1,101.7,120.5,455.5,113.875,-176.5,632.0,897.8
MARATHWADA,2013,158.0,295.2,137.3,153.4,743.9,185.975,288.4,455.5,632.0
MARATHWADA,2014,30.9,103.9,178.2,86.9,399.9,99.975,-344.0,743.9,455.5
MARATHWADA,2015,120.6,28.2,111.6,154.3,414.7,103.675,14.800000000000011,399.9,743.9
MARATHWADA,2016,167.8,283.5,88.6,329.7,869.6,217.39999999999998,454.90000000000003,414.7,399.9
MARATHWADA,2017,190.7,83.0,244.0,141.3,658.9,164.75,-210.70000000000005,869.6,414.7
MARATHWADA,2018,202.2,120.8,207.9,31.4,562.3,140.575,-96.60000000000002,658.9,869.6
